cat,log_ID,Log_after,Log_before,App_area_h,ndvi_agg_2015_12_22_average,ndvi_agg_2016_01_01_average,ndvi_agg_2016_02_10_average,ndvi_agg_2016_02_17_average,ndvi_agg_2016_03_08_average,ndvi_agg_2016_03_11_average,ndvi_agg_2016_03_18_average,ndvi_agg_2016_03_21_average,ndvi_agg_2016_04_07_average,ndvi_agg_2016_04_10_average,ndvi_agg_2016_04_17_average,ndvi_agg_2016_04_19_average,ndvi_agg_2016_04_20_average,ndvi_agg_2016_04_23_average,ndvi_agg_2016_04_27_average,ndvi_agg_2016_04_30_average,ndvi_agg_2016_05_07_average,ndvi_agg_2016_05_10_average,ndvi_agg_2016_05_19_average,ndvi_agg_2016_05_20_average,ndvi_agg_2016_05_22_average,ndvi_agg_2016_05_27_average,ndvi_agg_2016_05_30_average,ndvi_agg_2016_06_16_average,ndvi_agg_2016_06_19_average,ndvi_agg_2016_06_26_average,ndvi_agg_2016_06_29_average,ndvi_agg_2016_07_06_average,ndvi_agg_2016_07_07_average,ndvi_agg_2016_07_16_average,ndvi_agg_2016_07_19_average,ndvi_agg_2016_07_21_average,ndvi_agg_2016_07_26_average,ndvi_agg_2016_07_29_average,ndvi_agg_2016_08_05_average,ndvi_agg_2016_08_08_average,ndvi_agg_2016_08_18_average,ndvi_agg_2016_08_20_average,ndvi_agg_2016_08_28_average,ndvi_agg_2016_08_30_average,ndvi_agg_2016_09_04_average,ndvi_agg_2016_09_07_average,ndvi_agg_2016_09_14_average,ndvi_agg_2016_09_24_average,ndvi_agg_2016_10_01_average,ndvi_agg_2016_10_17_average,ndvi_agg_2016_10_24_average,ndvi_agg_2016_11_03_average,ndvi_agg_2016_12_03_average,ndvi_agg_2016_12_05_average,ndvi_agg_2016_12_06_average,ndvi_agg_2016_12_13_average,ndvi_agg_2017_01_05_average,ndvi_agg_2017_03_23_average,ndvi_agg_2017_04_02_average,ndvi_agg_2017_04_05_average,ndvi_agg_2017_05_05_average,ndvi_agg_2017_05_12_average,ndvi_agg_2017_05_15_average,ndvi_agg_2017_05_22_average,ndvi_agg_2017_05_25_average,ndvi_agg_2017_05_30_average,ndvi_agg_2017_06_06_average,ndvi_agg_2017_06_09_average,ndvi_agg_2017_06_14_average,ndvi_agg_2017_06_19_average,ndvi_agg_2017_06_29_average,ndvi_agg_2017_07_01_average,ndvi_agg_2017_07_09_average,ndvi_agg_2017_07_11_average,ndvi_agg_2017_07_14_average,ndvi_agg_2017_07_19_average,ndvi_agg_2017_07_24_average,ndvi_agg_2017_07_29_average,ndvi_agg_2017_07_31_average,ndvi_agg_2017_08_08_average,ndvi_agg_2017_08_28_average,ndvi_agg_2017_09_02_average,ndvi_agg_2017_09_09_average,ndvi_agg_2017_09_19_average,ndvi_agg_2017_09_27_average,ndvi_agg_2017_09_29_average,ndvi_agg_2017_10_02_average,ndvi_agg_2017_10_19_average,ndvi_agg_2017_11_08_average,ndvi_agg_2017_12_13_average,ndvi_agg_2018_01_02_average,ndvi_agg_2018_01_05_average,ndvi_agg_2018_01_07_average,ndvi_agg_2018_01_10_average,ndvi_agg_2018_01_20_average,ndvi_agg_2018_01_22_average,ndvi_agg_2018_02_19_average,ndvi_agg_2018_02_21_average,ndvi_agg_2018_02_24_average,ndvi_agg_2018_02_26_average,ndvi_agg_2018_03_03_average,ndvi_agg_2018_03_26_average,ndvi_agg_2018_04_05_average,ndvi_agg_2018_04_07_average,ndvi_agg_2018_04_10_average,ndvi_agg_2018_04_12_average,ndvi_agg_2018_04_20_average,ndvi_agg_2018_04_22_average,ndvi_agg_2018_05_05_average,ndvi_agg_2018_05_07_average,ndvi_agg_2018_05_10_average,ndvi_agg_2018_05_12_average,ndvi_agg_2018_05_15_average,ndvi_agg_2018_05_20_average,ndvi_agg_2018_05_22_average,ndvi_agg_2018_05_25_average,ndvi_agg_2018_05_27_average,ndvi_agg_2018_05_30_average,ndvi_agg_2018_06_01_average,ndvi_agg_2018_06_04_average,ndvi_agg_2018_06_09_average,ndvi_agg_2018_06_14_average,ndvi_agg_2018_06_16_average,ndvi_agg_2018_06_19_average,ndvi_agg_2018_06_29_average,ndvi_agg_2018_07_04_average,ndvi_agg_2018_07_06_average,ndvi_agg_2018_07_19_average,ndvi_agg_2018_07_21_average,ndvi_agg_2018_07_24_average,ndvi_agg_2018_08_03_average,ndvi_agg_2018_08_05_average,ndvi_agg_2018_08_10_average,ndvi_agg_2018_08_13_average,ndvi_agg_2018_08_15_average,ndvi_agg_2018_08_18_average,ndvi_agg_2018_08_20_average,ndvi_agg_2018_08_23_average,ndvi_agg_2018_08_28_average,ndvi_agg_2018_08_30_average,ndvi_agg_2018_09_02_average,ndvi_agg_2018_09_04_average,ndvi_agg_2018_09_09_average,ndvi_agg_2018_09_12_average,ndvi_agg_2018_09_19_average,ndvi_agg_2018_09_27_average,ndvi_agg_2018_09_29_average,ndvi_agg_2018_10_02_average,ndvi_agg_2018_10_04_average,ndvi_agg_2018_10_07_average,ndvi_agg_2018_10_09_average,ndvi_agg_2018_10_12_average,ndvi_agg_2018_10_14_average,ndvi_agg_2018_10_17_average,ndvi_agg_2018_10_19_average,ndvi_agg_2018_10_22_average,ndvi_agg_2018_11_06_average,ndvi_agg_2018_11_08_average,ndvi_agg_2018_12_01_average,ndvi_agg_2019_01_02_average,ndvi_agg_2019_01_05_average,ndvi_agg_2019_01_07_average,ndvi_agg_2019_01_15_average,ndvi_agg_2019_01_25_average,ndvi_agg_2019_01_27_average,ndvi_agg_2019_02_14_average,ndvi_agg_2019_02_19_average,ndvi_agg_2019_02_26_average,ndvi_agg_2019_03_06_average,ndvi_agg_2019_03_08_average,ndvi_agg_2019_03_11_average,ndvi_agg_2019_03_23_average,ndvi_agg_2019_04_02_average,ndvi_agg_2019_04_05_average,ndvi_agg_2019_04_10_average
1,104,31.08.2017,10.01.2018,2.3845441639,-0.0073105409,0.0685921519,0.0066951652,0.7898549631,0.0293268456,-0.0028902342,0.1161200331,0.0879277644,0.0685770688,0.0230051031,0.1165340728,0.7000862104,0.0305809801,0.0621039194,0.3804093872,0.0197914303,0.4736766662,0.0238792496,0.1086933252,0.0195358273,0.0675211313,0.6080939734,0.4632255436,0.0525871201,0.7547657899,0.7455171686,0.7666750714,0.1136654779,0.6861231618,0.0407470013,0.7565758488,0.7700885058,0.3305399926,0.077384867,0.7621320061,0.6756225616,0.118209025,0.0674774721,0.7881343137,0.1096577165,0.5592968253,0.7986452583,0.7834460091,0.0255170455,0.7001509533,0.8203199965,0.0239680572,0.4298350802,0.2391399117,0.62141443,0.130031876,0.7417081145,0.0605333085,0.4855434374,0.686061236,0.6895719538,0.0185433846,0.7015888584,0.7598932542,0.0876095411,0.7280324645,0.4553397336,0.4080198032,0.1393222843,0.1684266822,0.7821030351,0.7322196543,0.3143265159,0.4985487492,0.7769779734,-0.000291471,0.1880341848,-0.0108298045,0.7957743657,0.2741821127,0.1419897504,0.0695011708,0.7541054495,0.4756463807,0.5088594999,0.758707987,0.7134098627,0.7340252993,0.0913693195,0.7231386902,0.3336696911,0.0194939137,0.00187914,0.1215461258,0.0936139466,0.3232270721,0.0091348986,0.0740278851,0.0845368755,0.4899684219,0.3584721864,0.3083094655,0.0476649943,0.5043961485,0.5895505345,0.5532970426,0.4535236278,0.6078294717,0.6159710829,0.5519692726,0.6294817531,0.62674796,0.6376898448,0.6641246182,0.6776789327,0.0499471169,0.6575798016,0.6793259405,0.6946642265,0.6846379514,0.6845242893,0.7081080372,0.4803110459,0.5333714346,0.6901213206,0.7032308459,0.7305962175,0.3871705909,0.7576732998,0.7054744142,0.0328504887,0.1368000924,0.7287509056,0.7548374305,0.4644640376,0.2355393553,0.5431528909,0.7584086282,0.7720178408,0.3489990007,0.5164412906,0.7331670381,0.7100319475,0.204230411,0.4938397908,0.7441230319,0.1249653698,0.5018140264,0.3817342647,0.5283770214,0.1059727689,0.617275119,0.7678749469,0.7490107636,0.722722706,0.6181734884,0.6982949756,0.0227323971,0.6416773235,0.2232280745,0.0737274277,0.0125820133,0.1203981549,0.0391716004,0.0345891409,0.1578246757,0.0505681304,0.5369004033,0.5161409243,0.6577024126,0.4719746299,0.5696381903,0.6192459185,0.5809498644,0.5054723185,0.2265268958
2,105,31.08.2017,10.01.2018,1.5081352666,-0.0073035067,0.0596836844,-0.0041931987,0.6309806051,0.0146061799,-0.0022340117,0.218296082,0.0251651385,0.0745309641,0.0081470203,0.1938969015,0.7485167817,0.1292768953,0.1072857531,0.2655317227,0.0153017808,0.2755622324,0.3098791513,0.5953897885,0.0746930755,0.0341327329,0.6827295361,0.0293292739,0.1597842438,0.8222426778,0.7978344082,0.8186842452,0.6990927554,0.6182112289,0.0385305629,0.0140260975,0.7894279215,0.3640356477,0.1098596388,0.7815024512,0.8173412858,0.6828160433,0.0343332874,0.7960679325,0.5945455398,0.6049331355,0.7945781974,0.75918407,0.0026414224,0.7473454432,0.7262897286,0.0383526165,0.670534395,0.0611780784,0.755277516,0.0959698748,0.4486098546,0.0884503804,0.4212999108,0.5751906448,0.2905971536,0.0969726863,0.7587473392,0.8174865924,-0.0088056465,0.8202074828,0.44319159,0.3480554824,0.3084052164,0.8202243098,0.1158905191,0.8389647439,0.6221877686,0.7450098971,0.827819742,0.0224601232,0.8154028366,-0.0203515352,0.8502112565,0.4854090306,0.8164729517,0.3109002031,0.7648801125,0.6918968291,0.752053565,0.7762144331,0.7550300976,0.762900297,0.1757694185,0.5454260542,0.4663508278,-0.016903654,0.0532383754,0.0427085975,0.126560373,0.1891181233,0.0235546098,0.0587968707,0.0361131926,0.2355943112,0.2344807962,0.1941082046,0.0385304544,0.3575725607,0.4251973814,0.4332821266,0.4088242403,0.6848109611,0.7352039382,0.7125356136,0.8616381904,0.8563902234,0.8752354918,0.8842918318,0.8532535598,0.1826723241,0.8653908002,0.8837372866,0.8911578347,0.8827072135,0.8760721457,0.8886693675,0.1180305982,0.5434238628,0.8558544064,0.8575465248,0.7578478723,0.5109765941,0.8588354444,0.2989179847,0.0448693245,0.8543885823,0.0907301631,0.8627321597,0.1580508133,0.5499525461,-0.0318933666,0.8411972626,0.8555572793,0.3767946917,0.2270021087,0.7956754565,0.7934448185,0.0651981105,0.4647956388,0.8129351098,-0.0090845949,0.854107939,0.7075943022,0.3151665417,0.2469922808,0.6551148624,0.7047385923,0.655345851,0.5652996641,0.2177670655,0.5904311928,-0.0190497732,0.5125266293,0.1784107706,0.1349775876,0.0050911486,0.1702506537,0.0550092736,0.032626997,0.1417351419,0.1007069014,0.3303067638,0.4351632174,0.2279100279,0.4134200369,0.2781198772,0.447830415,0.4888757765,0.4618180271,0.1267307837
3,105,31.08.2017,10.01.2018,1.5081352666,0.0022749587,0.0543435122,0.007284159,0.4951427535,0.0175123321,-0.0017902124,0.2546248401,0.0387780312,0.0326715622,0.0242082332,0.0769409534,0.6618459927,0.1099743139,0.1093461466,0.2925657359,0.0017342457,0.2126967157,0.6475328285,0.5299123758,0.1277643627,0.0539555082,0.6821934328,0.0393774917,0.0998535469,0.802813348,0.7886783303,0.8052494541,0.6317850663,0.5531806185,0.0352456368,0.0102964039,0.7229354326,0.3597284937,0.1059276075,0.7735570157,0.799372751,0.6153947554,0.0551414834,0.7671937203,0.5276454602,0.6185829451,0.7704961196,0.7396306966,0.0157133712,0.6615409275,0.6944308802,0.0404448824,0.5442626628,0.0698834583,0.6427449244,0.0978015736,0.4454102851,0.089163119,0.4133827537,0.5766563565,0.5782105997,0.0934236012,0.7592515871,0.8096682131,0.008384033,0.742907092,0.5856877938,0.3728120588,0.3353550322,0.8021612242,0.1060930951,0.824529089,0.683901377,0.735947594,0.8056683987,0.0389293623,0.8097645119,-0.0120568154,0.8361733407,0.5032095909,0.8038864136,0.3222549185,0.6943270341,0.6808973178,0.7545398921,0.7509835437,0.7252052426,0.7294083685,0.17274376,0.5267386585,0.4543745294,-0.0138411877,-0.0596528505,0.0276174663,0.0818160744,0.0938088666,-0.0047402241,0.0504606199,0.0360722202,0.1820917055,0.1741613466,0.1590678338,0.0889355121,0.340170864,0.376079835,0.394856032,0.3890901655,0.6395139918,0.6916264817,0.7108565569,0.8261998966,0.8247416541,0.8413052335,0.8629728034,0.8669220358,0.1739106774,0.8018144965,0.8816448748,0.8864045665,0.8749349788,0.876402989,0.8881013542,0.0719727301,0.4235537853,0.8517548367,0.8532702178,0.7600741237,0.2199353296,0.8668326065,0.4550103657,0.0516932053,0.87511307,-0.0015134722,0.8770356551,0.1205571992,0.5659987554,0.0066439375,0.8533613905,0.863235645,0.5895903558,0.1251790067,0.7993488386,0.8117531464,0.0544043616,0.4851153754,0.8235415742,-0.0074123029,0.8563746363,0.6679485664,0.328557983,0.2467652839,0.668745093,0.7215306163,0.7181713358,0.6328000054,0.2399128452,0.6342543215,-0.0055300957,0.5022110902,0.1910866052,0.148253927,-0.001139836,0.1535616163,0.0620845011,0.0311550433,0.1296744356,0.049682955,0.2996495143,0.4147082344,0.4039971977,0.3883312494,0.2506439481,0.4054969698,0.4620863311,0.4474476427,0.1641879659
4,105,31.08.2017,10.01.2018,1.5081352666,-0.0091202757,0.063781967,-0.0011723229,0.8032199271,0.0166129338,-0.0021114811,0.4912571738,0.0418704301,0.0613401439,0.0131273637,0.1605293122,0.7677489561,0.1918728057,0.1022881538,0.248737816,0.0172726477,0.2545456135,0.4628396419,0.5650328889,0.0758704616,0.0208708761,0.5696652663,0.0220877064,0.512176885,0.8272143164,0.7971609642,0.8159409804,0.6388216302,0.6346681798,0.0633901432,0.0214415256,0.8101782987,0.3600960015,0.1213816879,0.7827488987,0.8190019586,0.5248417277,0.0208589738,0.7765565252,0.5647773916,0.5678200993,0.782362007,0.7262128038,-0.0005595177,0.7671274347,0.7007213409,0.0131822116,0.6667027041,0.0519771408,0.7980433712,0.089893653,0.4703262762,0.0883554358,0.4136398706,0.4893839035,0.4197921745,0.0755729442,0.6091531154,0.6779783315,-0.0063565913,0.6539743643,0.3987356902,0.1920943554,0.3083879784,0.692914525,0.0420883303,0.7089072498,0.5701764345,0.619290973,0.7079716451,0.0385380947,0.700584333,-0.0124134476,0.7395719464,0.4056921353,0.6782192182,0.2575444438,0.6270079093,0.5760150855,0.5359210765,0.668567764,0.6592876576,0.6631163295,0.1571592763,0.5034455517,0.4066277291,-0.0296550814,0.0415566933,0.061675549,0.1148026659,0.1077667191,0.009003503,0.0533181555,0.0352512958,0.2129399304,0.2110720257,0.1350454696,0.032746177,0.3459307485,0.4087674932,0.3884412414,0.3549394908,0.5184459742,0.5606018753,0.5862971281,0.688899032,0.6954466883,0.7166915425,0.7517992052,0.7243038416,0.1074813005,0.7536927467,0.7588384304,0.7740461399,0.7658899769,0.7720559888,0.7884881802,0.4662766105,0.1729387625,0.7658658529,0.773079851,0.6902475832,0.4315225123,0.7921794632,0.259546918,0.0598742695,0.7865273963,0.1061828429,0.7942146754,0.1597137042,0.524268254,0.0135384213,0.7590447691,0.7772566956,0.3541562093,0.1300000903,0.7244203914,0.7168769552,0.0515084178,0.4426627497,0.7265626124,0.1017671975,0.7629381197,0.6360343162,0.5072837522,0.2487231765,0.6069267202,0.6741337259,0.6688096645,0.5789259437,0.2133473717,0.5710048507,-0.010216077,0.4936262757,0.1973366094,0.113428573,-0.0018632857,0.154172476,0.0635769492,0.0325170549,0.1241110363,0.0797278475,0.3036326259,0.3972461494,0.4022017601,0.4121649313,0.2933475286,0.432673838,0.4465228169,0.4043084932,0.122622129
5,107,31.08.2017,10.01.2018,3.9952375613,0.0036452416,0.0420210633,0.0128180131,0.6627142173,0.0211364965,-0.0059450491,0.1313512212,0.3190351351,0.0547753373,0.0096955101,0.0658670615,0.8086304669,0.0428259387,0.0829219612,0.4252059074,0.0210677004,0.0454022052,0.0677977561,0.8093252094,0.0036333266,0.0613073603,0.7620134741,0.0002284923,0.1535755611,0.8374843226,0.8066344142,0.8381322979,0.4319073585,0.7307786134,0.0193258463,0.6954951782,0.8502817605,0.3174986283,0.1351934518,0.7852335103,0.6836167891,0.3258914641,0.0614925603,0.8148204758,0.8073135841,0.5860928721,0.8094270274,0.7777884312,0.0074087494,0.8060487901,0.7910058697,-0.0287074244,0.0950223344,0.1052524773,0.6587649451,0.0210237047,0.4241107901,0.0619051802,0.3580898196,0.561683315,0.6107310772,0.014405,0.7277549684,0.7945797225,0.0173219751,0.8146053155,0.7542149146,0.4709768722,0.3875975907,0.8326682885,0.8670817753,0.7056296448,0.5124487917,0.82669306,0.8210078816,0.0136435796,0.0877512295,0.00185228,0.8321770827,0.3526666383,0.1590257665,0.3045893679,0.7078696867,0.537216571,0.7630621552,0.7818614006,0.7533507466,0.7766697049,0.2067151487,0.5161957055,0.333651681,-0.0013507253,0.0246924657,0.1223098752,0.0847510327,0.2641112074,0.0090904911,0.0876124439,0.0151165855,0.2709785556,0.1829645783,0.1408026129,0.2188774447,0.3958849082,0.4281726738,0.4465440581,0.4250473489,0.706246982,0.7511930108,0.7416101118,0.8264505446,0.8459279339,0.8679801524,0.8781787237,0.8726814548,0.0323683729,0.6664304256,0.8774800241,0.8904437045,0.8788737377,0.8620679478,0.8875320494,0.0226591264,0.0989321619,0.8572449485,0.8230503698,0.8571541051,0.8379902939,0.8181104044,0.0829816492,0.0527426862,0.1741649481,0.1500683894,0.821038123,0.5386714647,0.4198739439,0.7771698316,0.8238622685,0.8456180135,0.4173078547,0.1948551168,0.7927098155,0.7730852425,0.0916960613,0.5435707331,0.794522351,0.7627332012,0.7279264857,0.6469642858,0.041153642,0.2457409158,0.5871548911,0.749370871,0.7477705657,0.645904398,0.5207758407,0.6433567087,0.0413659101,0.4679478566,0.1578139608,0.0438058381,0.0119423859,0.0940878133,0.0427840155,0.0321596794,0.1046616671,0.163251962,0.4655233463,0.3427155018,0.4081759135,0.3848404864,0.3168771346,0.4565693617,0.4959979743,0.4791242341,0.5379029393
6,107,31.08.2017,10.01.2018,3.9952375613,0.0013999204,0.0323160318,-0.007383579,0.6959359523,0.0136603561,-0.0054011994,0.3683910645,0.2978226027,0.0384496632,-0.0076089919,0.1572123703,0.7982328241,0.053859112,0.0746761552,0.3991954721,0.0223715129,0.0204707573,0.0496764627,0.8195347594,-0.0037449372,0.1590150963,0.7667864762,0.0338951895,0.0368458385,0.8751206394,0.8445621188,0.8716434672,0.6405296239,0.7585443131,0.0842443473,0.7411856628,0.8578904555,0.3506304914,0.1840161819,0.835868146,0.7576113836,0.3882018758,0.1590916079,0.8547681363,0.8199889107,0.4989467143,0.8483673198,0.821610395,0.0100703903,0.7972032226,0.8299070497,-0.0115895565,0.0332457521,0.1275265757,0.6749925692,0.0146881101,0.4540839096,0.0813604618,0.3822921589,0.536926719,0.5880613973,0.0129556631,0.6952133874,0.7887200167,0.018417413,0.8178946376,0.7833105028,0.5049122448,0.4733590608,0.8306012054,0.8650364528,0.7652520786,0.5494146049,0.8329623491,0.813948224,0.0049289724,0.0790422379,-0.0123237104,0.8387211015,0.3411399623,0.2015001538,0.2061450469,0.675072511,0.5140328705,0.7736296157,0.7967640261,0.7648751338,0.7944264909,0.2126863388,0.529432945,0.4213993947,-0.0038055435,0.0286863775,0.0977620085,0.0831025311,0.3184565678,0.0036251214,0.1024730069,0.0301184485,0.3598656605,0.1176466383,0.1849320432,0.1574577604,0.43535428,0.4780735175,0.4902658934,0.4203364924,0.7055809995,0.7466019591,0.7359329313,0.8415077229,0.8483825276,0.8629044493,0.8757795841,0.8637115409,0.0319855084,0.8384994368,0.8732780268,0.8882940362,0.8736581107,0.8591025025,0.8821914444,0.099167247,0.0630334665,0.8577537735,0.8465656886,0.8500747929,0.8361608883,0.8103461663,0.0743893708,0.0245022038,0.3056856071,0.434740598,0.8233029048,0.58049347,0.2423509285,0.7030280183,0.824042812,0.8495113353,0.4466225157,0.0826528765,0.7987907976,0.7615282039,0.0929501709,0.5584919999,0.7896134307,0.7491958638,0.8312929918,0.4594759271,0.0624685921,0.0421314411,0.6080793589,0.7910966823,0.7878611088,0.6409026186,0.5804811021,0.667584608,0.0115719093,0.4574016631,0.2206652897,0.0330122767,0.0042072349,0.1162202042,0.0482980339,0.0288126674,0.1323563643,0.2345621921,0.4880984177,0.3928913847,0.3496250113,0.4328250264,0.4856341754,0.5021776756,0.5239222571,0.4907276134,0.5671283752
7,107,31.08.2017,10.01.2018,3.9952375613,0.013232647,0.0423531872,0.0148449193,0.623905705,0.0152812535,-0.0042718941,0.5032913698,0.3144543479,0.0526147783,0.0143430147,0.1182369867,0.8131461067,0.0309273566,0.0728330587,0.365800167,0.0215756774,0.0191470438,0.0509467322,0.8327604709,-0.0002917093,0.0716394567,0.7516472805,0.0138394043,0.0390709827,0.8821314403,0.8612042442,0.8838893354,0.7753919143,0.791002738,0.0135913759,0.7559516241,0.8640552327,0.4682439673,0.1917499693,0.8477176344,0.8842190863,0.3135894255,0.0724571415,0.8534787529,0.8333848923,0.64978598,0.845970164,0.8372385507,0.0080631554,0.8129879848,0.7637618515,-0.0217251724,0.0271318222,0.1432989985,0.7178645712,0.0227817028,0.4458108313,0.0729122501,0.3739713331,0.5124505692,0.5650330252,0.0222528703,0.6957216064,0.7997601695,0.0229012317,0.8136604097,0.8147066037,0.4812639488,0.5024222831,0.8371632165,0.8763847152,0.7887499332,0.1693085904,0.8739052812,0.8763236668,0.0079834376,0.0271757553,-0.0108325954,0.8850937486,0.3798621462,0.1445247738,0.1937526613,0.7948200835,0.5550842484,0.7987538841,0.8338217934,0.7879586154,0.8057714767,0.2233968526,0.5869635476,0.4861773054,-0.0226345207,0.0380396831,0.0871973534,0.0721320721,0.2913686054,-0.003313796,0.1030684329,0.0476036746,0.294424913,0.0830322752,0.1853694518,0.1275166281,0.4397352901,0.4898425341,0.4624831412,0.3970998294,0.6511218813,0.7055985199,0.7629713681,0.8454278509,0.8455424971,0.8613661064,0.8939468728,0.8786420557,0.045843922,0.8643924197,0.8834206859,0.896832188,0.8918934001,0.8828668131,0.9043132398,0.0736189716,0.0868233376,0.8859352801,0.8776122795,0.8956319955,0.8748829497,0.8052294983,0.1553499947,0.0256108273,0.6518661347,0.8203417593,0.8388418886,0.6329860952,0.1135696338,0.7940169175,0.847625249,0.8630014261,0.4068801834,0.1483916839,0.8238006367,0.7991702027,0.1015952205,0.609365609,0.8224608103,0.7705495755,0.8506174617,0.6244737042,0.03309175,0.1121963271,0.6538545092,0.7764572369,0.7500239942,0.6316346659,0.6025844945,0.6615480648,0.0672326647,0.5265935229,0.2046634605,0.0707574243,0.0077670832,0.112645838,0.0543437356,0.0321631243,0.1327031114,0.138072614,0.5278280709,0.4660736786,0.461208062,0.4215335515,0.5682971544,0.5189028349,0.5258249674,0.4754857686,0.5479868518
8,107,31.08.2017,10.01.2018,3.9952375613,-0.0008396543,0.0364487211,0.0109998431,0.6653158097,0.0194180356,-0.0052334633,0.4471427044,0.3054692382,0.0529928302,0.0069400676,0.1601984321,0.7660334413,0.0443897099,0.077496206,0.3889635178,0.0213838665,0.0400874199,0.0498855292,0.7808166921,0.0165190689,0.0503603689,0.6681360339,0.0066192272,0.0968941862,0.7872402397,0.7560922029,0.7852329605,0.5579355574,0.699216956,0.0701396119,0.5878074459,0.8127666502,0.4221287967,0.143657687,0.7174602388,0.7469992572,0.3305989798,0.0506091585,0.7335559387,0.7798081856,0.5615722892,0.7219803481,0.6913010541,0.0086531919,0.7644542024,0.6627876215,-0.0191786038,0.106228571,0.1473951464,0.6286710788,0.0173564955,0.3920207783,0.0692776564,0.3632079934,0.5065137498,0.5109486607,0.020108446,0.705590081,0.7845627793,0.0413306623,0.7795338618,0.5832463358,0.4813412821,0.4456215288,0.7833916927,0.8143927194,0.7113451695,0.2585469591,0.748392926,0.7840128948,0.0060275089,0.1155064681,-0.0048228765,0.7983774019,0.3714930067,0.0908665516,0.2034789821,0.6390880979,0.4658205011,0.7204835686,0.7420000853,0.7083923272,0.7325499161,0.1955010451,0.517973661,0.3969741066,-0.0121728206,0.0132344474,0.1139021757,0.0831269815,0.1183886027,0.0102913064,0.0643125525,0.0294028506,0.1796530111,0.1159026242,0.1348055939,0.0492915797,0.3740879174,0.3985331388,0.4206709594,0.3957039054,0.6511066564,0.6928958903,0.7438002453,0.8110617816,0.8085411721,0.8219132553,0.8390476506,0.839548335,0.0286470557,0.7927058447,0.8442869721,0.8544447626,0.8436149215,0.8352262725,0.8520346243,0.0542169333,0.2105298938,0.8244154554,0.8165277337,0.8405981202,0.8249168423,0.8085700395,0.1068337028,0.0408535565,0.7135137931,0.4906639847,0.8078112584,0.532980408,0.2842593721,0.7562676315,0.7952587802,0.8063830176,0.3915546373,0.172477988,0.7693887349,0.7513968184,0.0667258391,0.5904955869,0.7738298907,0.6626012058,0.7737106067,0.5805404544,0.1645904184,0.1832842123,0.5817480113,0.7049745839,0.6740531214,0.5779593847,0.519322666,0.6092667317,0.0080221742,0.5082957107,0.1543038998,0.0481515797,0.0089747282,0.1006788014,0.0384662713,0.0319942471,0.1110198511,0.0962513718,0.4142951911,0.391801831,0.409186757,0.3647156554,0.3561093981,0.4325912597,0.4802236741,0.4651362074,0.2878174921
9,107,31.08.2017,10.01.2018,3.9952375613,0.0067758017,0.0419169885,0.0117636117,0.6733899827,0.0114800268,-0.0045396005,0.4924369276,0.3058052754,0.0541463124,-0.0045814226,0.1135366356,0.7994963904,0.02968042,0.0740010186,0.3500409257,0.0214637475,0.0340696046,0.0582837548,0.8134284971,0.0039848104,0.074413122,0.7714252976,0.028255967,0.0352225965,0.8641538446,0.8355249519,0.8599555539,0.3995299522,0.768832967,0.0204636881,0.7529260988,0.853315775,0.4170849216,0.1581864311,0.8013890804,0.774798661,0.3205725412,0.0748487864,0.81149594,0.8131908869,0.642616767,0.8097648956,0.7937426498,0.0123777474,0.7993526486,0.744244287,-0.0262720505,0.2536578011,0.1564684366,0.7008045877,0.0157668602,0.5148657149,0.0860198866,0.3912132257,0.566943599,0.6011209315,0.0173724472,0.75817258,0.839416368,0.0019521112,0.83125301,0.8095046985,0.4838922411,0.4923295176,0.8340994084,0.8612475407,0.7017775333,0.0655332188,0.8374965405,0.8375130999,0.0042183085,0.0386564014,-0.0092538904,0.8482329845,0.3238097274,0.6487445757,0.2074301666,0.7794240344,0.537212463,0.7792699051,0.8061473882,0.766585176,0.7907382405,0.2204147029,0.5191643679,0.4649345303,-0.00840785,-0.0182214403,0.0962069911,0.0932473707,0.1281147948,0.0011334449,0.0802037807,0.0711844463,0.2355034,0.081303798,0.1621195617,0.1194997667,0.4051184273,0.4151257664,0.4389752001,0.4106348366,0.6633028543,0.7110975492,0.7425428462,0.815044688,0.807247411,0.8206308162,0.838667419,0.8356491733,0.0410224634,0.821292237,0.8367204821,0.8411967432,0.8275198674,0.8219623637,0.8426810062,0.2113561662,0.03659468,0.8086408496,0.8072145867,0.8232038939,0.7826168835,0.7290628052,0.1809663416,0.0662225047,0.755453788,0.4537635243,0.790317651,0.6515373921,0.121141305,0.7976736724,0.7938712776,0.8148406017,0.4096639669,0.0973653933,0.7848208845,0.7606164932,0.0935626799,0.5391286534,0.7871846378,0.7660315442,0.284010236,0.257484796,0.2907975573,0.1015829435,0.6274617493,0.7480937946,0.7039755476,0.580053302,0.5441016179,0.6032626259,0.0330994167,0.4872471935,0.1892747462,0.0882506651,0.0117316999,0.1075858645,0.0425913022,0.0336632966,0.0976547655,0.1147606636,0.452550199,0.2482469136,0.4261066693,0.3746397781,0.3994315556,0.4388960052,0.485755583,0.4710785198,0.573676756
